,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
4986,176300,50227,6067002700,"Census Tract 27, Sacramento County, California"
4987,111000,22966,6067002800,"Census Tract 28, Sacramento County, California"
4988,216400,11209,6067002900,"Census Tract 29, Sacramento County, California"
4989,191000,24204,6067003000,"Census Tract 30, Sacramento County, California"
4990,121000,11295,6067003101,"Census Tract 31.01, Sacramento County, California"
4991,155000,12434,6067003102,"Census Tract 31.02, Sacramento County, California"
4992,92600,14110,6067003202,"Census Tract 32.02, Sacramento County, California"
4993,140000,22996,6067003203,"Census Tract 32.03, Sacramento County, California"
4994,157600,12155,6067003204,"Census Tract 32.04, Sacramento County, California"
4995,354400,23596,6067003300,"Census Tract 33, Sacramento County, California"
4996,344500,16881,6067003400,"Census Tract 34, Sacramento County, California"
4997,241000,19476,6067003501,"Census Tract 35.01, Sacramento County, California"
4998,208900,20342,6067003502,"Census Tract 35.02, Sacramento County, California"
4999,155500,16424,6067003600,"Census Tract 36, Sacramento County, California"
5000,111300,15765,6067003700,"Census Tract 37, Sacramento County, California"
5001,159400,12986,6067003800,"Census Tract 38, Sacramento County, California"
5002,349300,16350,6067003900,"Census Tract 39, Sacramento County, California"
5003,291400,21304,6067004001,"Census Tract 40.01, Sacramento County, California"
5004,338200,18757,6067004004,"Census Tract 40.04, Sacramento County, California"
5005,354300,15505,6067004005,"Census Tract 40.05, Sacramento County, California"
5006,335300,16670,6067004006,"Census Tract 40.06, Sacramento County, California"
5007,285300,14458,6067004008,"Census Tract 40.08, Sacramento County, California"
5008,316600,31320,6067004009,"Census Tract 40.09, Sacramento County, California"
5009,294500,28990,6067004010,"Census Tract 40.10, Sacramento County, California"
5010,459900,41000,6067004011,"Census Tract 40.11, Sacramento County, California"
5011,441200,20288,6067004012,"Census Tract 40.12, Sacramento County, California"
5012,156900,20207,6067004100,"Census Tract 41, Sacramento County, California"
5013,157600,13247,6067004201,"Census Tract 42.01, Sacramento County, California"
5014,160000,23095,6067004202,"Census Tract 42.02, Sacramento County, California"
5015,168400,50941,6067004203,"Census Tract 42.03, Sacramento County, California"
5016,163300,8816,6067004300,"Census Tract 43, Sacramento County, California"
5017,114300,14943,6067004401,"Census Tract 44.01, Sacramento County, California"
5018,122300,36969,6067004402,"Census Tract 44.02, Sacramento County, California"
5019,131300,69109,6067004501,"Census Tract 45.01, Sacramento County, California"
5020,47500,23874,6067004502,"Census Tract 45.02, Sacramento County, California"
5021,106000,12054,6067004601,"Census Tract 46.01, Sacramento County, California"
5022,99700,10279,6067004602,"Census Tract 46.02, Sacramento County, California"
5023,145600,36411,6067004701,"Census Tract 47.01, Sacramento County, California"
5024,145400,27442,6067004702,"Census Tract 47.02, Sacramento County, California"
5025,146200,18223,6067004801,"Census Tract 48.01, Sacramento County, California"
5026,147600,13198,6067004802,"Census Tract 48.02, Sacramento County, California"
5027,126800,37903,6067004903,"Census Tract 49.03, Sacramento County, California"
5028,160600,6063,6067004904,"Census Tract 49.04, Sacramento County, California"
5029,162400,11806,6067004905,"Census Tract 49.05, Sacramento County, California"
5030,129900,12218,6067004906,"Census Tract 49.06, Sacramento County, California"
5031,146200,19580,6067005001,"Census Tract 50.01, Sacramento County, California"
5032,92900,17399,6067005002,"Census Tract 50.02, Sacramento County, California"
5033,136800,11697,6067005101,"Census Tract 51.01, Sacramento County, California"
5034,95600,10737,6067005102,"Census Tract 51.02, Sacramento County, California"
5036,263500,14873,6067005202,"Census Tract 52.02, Sacramento County, California"
5037,265200,9425,6067005204,"Census Tract 52.04, Sacramento County, California"
5038,34200,5743,6067005205,"Census Tract 52.05, Sacramento County, California"
5039,185000,41933,6067005301,"Census Tract 53.01, Sacramento County, California"
5041,329800,12914,6067005403,"Census Tract 54.03, Sacramento County, California"
5042,614600,28655,6067005404,"Census Tract 54.04, Sacramento County, California"
5043,153800,13313,6067005502,"Census Tract 55.02, Sacramento County, California"
5044,173900,32224,6067005505,"Census Tract 55.05, Sacramento County, California"
5045,160800,27817,6067005506,"Census Tract 55.06, Sacramento County, California"
5046,129600,44963,6067005508,"Census Tract 55.08, Sacramento County, California"
5047,103900,11504,6067005509,"Census Tract 55.09, Sacramento County, California"
5048,115100,23825,6067005510,"Census Tract 55.10, Sacramento County, California"
5049,205900,23780,6067005601,"Census Tract 56.01, Sacramento County, California"
5050,183500,26738,6067005605,"Census Tract 56.05, Sacramento County, California"
5051,271100,75162,6067005606,"Census Tract 56.06, Sacramento County, California"
5052,297800,63185,6067005701,"Census Tract 57.01, Sacramento County, California"
5053,542700,35883,6067005702,"Census Tract 57.02, Sacramento County, California"
5054,296800,19503,6067005801,"Census Tract 58.01, Sacramento County, California"
5055,587700,25043,6067005803,"Census Tract 58.03, Sacramento County, California"
5056,588700,54660,6067005804,"Census Tract 58.04, Sacramento County, California"
5057,287200,20989,6067005901,"Census Tract 59.01, Sacramento County, California"
5058,323200,72309,6067005903,"Census Tract 59.03, Sacramento County, California"
5059,311800,31703,6067005904,"Census Tract 59.04, Sacramento County, California"
5060,240800,15115,6067006002,"Census Tract 60.02, Sacramento County, California"
5061,226900,11225,6067006003,"Census Tract 60.03, Sacramento County, California"
5062,291800,37491,6067006004,"Census Tract 60.04, Sacramento County, California"
5063,236400,58162,6067006101,"Census Tract 61.01, Sacramento County, California"
5064,252100,108412,6067006102,"Census Tract 61.02, Sacramento County, California"
5065,191700,27577,6067006201,"Census Tract 62.01, Sacramento County, California"
5066,113000,31072,6067006202,"Census Tract 62.02, Sacramento County, California"
5067,123500,18504,6067006300,"Census Tract 63, Sacramento County, California"
5068,90000,22349,6067006400,"Census Tract 64, Sacramento County, California"
5069,159700,12422,6067006500,"Census Tract 65, Sacramento County, California"
5070,134600,38284,6067006600,"Census Tract 66, Sacramento County, California"
5071,156200,20586,6067006701,"Census Tract 67.01, Sacramento County, California"
5072,135900,12053,6067006702,"Census Tract 67.02, Sacramento County, California"
5073,96700,5329,6067006800,"Census Tract 68, Sacramento County, California"
5075,157000,40949,6067007001,"Census Tract 70.01, Sacramento County, California"
5076,180100,11695,6067007004,"Census Tract 70.04, Sacramento County, California"
5077,150500,20111,6067007007,"Census Tract 70.07, Sacramento County, California"
5078,269200,34314,6067007010,"Census Tract 70.10, Sacramento County, California"
5079,173500,14746,6067007011,"Census Tract 70.11, Sacramento County, California"
5080,167000,8180,6067007012,"Census Tract 70.12, Sacramento County, California"
5081,157400,8409,6067007013,"Census Tract 70.13, Sacramento County, California"
5082,168500,9382,6067007014,"Census Tract 70.14, Sacramento County, California"
5083,285900,22069,6067007015,"Census Tract 70.15, Sacramento County, California"
5084,260000,19574,6067007016,"Census Tract 70.16, Sacramento County, California"
5085,249300,44052,6067007017,"Census Tract 70.17, Sacramento County, California"
5086,231600,100247,6067007018,"Census Tract 70.18, Sacramento County, California"
5088,264200,16760,6067007020,"Census Tract 70.20, Sacramento County, California"
5089,375000,320341,6067007101,"Census Tract 71.01, Sacramento County, California"
5090,283700,11388,6067007102,"Census Tract 71.02, Sacramento County, California"
5091,219400,14973,6067007103,"Census Tract 71.03, Sacramento County, California"
5092,272000,24373,6067007104,"Census Tract 71.04, Sacramento County, California"
5093,224100,23903,6067007105,"Census Tract 71.05, Sacramento County, California"
5094,321600,23370,6067007106,"Census Tract 71.06, Sacramento County, California"
5095,313500,58724,6067007107,"Census Tract 71.07, Sacramento County, California"
5096,216500,14085,6067007202,"Census Tract 72.02, Sacramento County, California"
5097,161900,8486,6067007204,"Census Tract 72.04, Sacramento County, California"
5098,173300,26320,6067007206,"Census Tract 72.06, Sacramento County, California"
5099,216500,15451,6067007207,"Census Tract 72.07, Sacramento County, California"
5100,173700,10097,6067007208,"Census Tract 72.08, Sacramento County, California"
5101,166000,6662,6067007209,"Census Tract 72.09, Sacramento County, California"
5102,114900,5943,6067007301,"Census Tract 73.01, Sacramento County, California"
5103,155400,6010,6067007402,"Census Tract 74.02, Sacramento County, California"
5104,145100,23722,6067007403,"Census Tract 74.03, Sacramento County, California"
5105,154200,10186,6067007406,"Census Tract 74.06, Sacramento County, California"
5106,126400,17906,6067007413,"Census Tract 74.13, Sacramento County, California"
5107,150700,12990,6067007414,"Census Tract 74.14, Sacramento County, California"
5108,174600,16527,6067007415,"Census Tract 74.15, Sacramento County, California"
5109,135100,12022,6067007416,"Census Tract 74.16, Sacramento County, California"
5110,199200,12724,6067007417,"Census Tract 74.17, Sacramento County, California"
5111,253500,16889,6067007421,"Census Tract 74.21, Sacramento County, California"
5112,160500,14716,6067007422,"Census Tract 74.22, Sacramento County, California"
5113,113300,22714,6067007423,"Census Tract 74.23, Sacramento County, California"
5114,141000,19414,6067007424,"Census Tract 74.24, Sacramento County, California"
5115,180900,11061,6067007426,"Census Tract 74.26, Sacramento County, California"
5116,191500,9337,6067007427,"Census Tract 74.27, Sacramento County, California"
5117,168700,17484,6067007428,"Census Tract 74.28, Sacramento County, California"
5118,179600,18985,6067007429,"Census Tract 74.29, Sacramento County, California"
5119,223900,19539,6067007430,"Census Tract 74.30, Sacramento County, California"
5120,220900,14407,6067007431,"Census Tract 74.31, Sacramento County, California"
5121,216900,22146,6067007432,"Census Tract 74.32, Sacramento County, California"
5122,252100,30292,6067007433,"Census Tract 74.33, Sacramento County, California"
5123,169700,9614,6067007501,"Census Tract 75.01, Sacramento County, California"
5124,171300,33816,6067007503,"Census Tract 75.03, Sacramento County, California"
5125,294000,35285,6067007504,"Census Tract 75.04, Sacramento County, California"
5126,304100,25900,6067007601,"Census Tract 76.01, Sacramento County, California"
5127,252100,22058,6067007602,"Census Tract 76.02, Sacramento County, California"
5128,280400,29625,6067007701,"Census Tract 77.01, Sacramento County, California"
5129,384900,36854,6067007702,"Census Tract 77.02, Sacramento County, California"
5130,340300,29888,6067007801,"Census Tract 78.01, Sacramento County, California"
5131,377100,40416,6067007802,"Census Tract 78.02, Sacramento County, California"
5132,270500,16553,6067007903,"Census Tract 79.03, Sacramento County, California"
5133,237300,14564,6067007904,"Census Tract 79.04, Sacramento County, California"
5134,346000,13142,6067007905,"Census Tract 79.05, Sacramento County, California"
5135,327000,18757,6067007906,"Census Tract 79.06, Sacramento County, California"
5136,401100,24415,6067008005,"Census Tract 80.05, Sacramento County, California"
